Clapeyron Database File
tc-RK parameters [csvtype = single,sep = ;]
species;Tc;Pc;acentricfactor;ZRA;L;M;N;Mw;v_shift
chloroethane~|~ethyl chloride;460.35;5.27e6;0.1886;0.2664;0.3127;0.8511;1.9017;64.5141;1.23122e-5
ethyl chloroformate~|~ethyl chloromethanoate;508.15;4.5e6;0.835;0.2788;0.4362;0.8134;3.2623;108.5236;-4.4772999999999995e-6
r161~|~fluoroethane~|~ethyl fluoride;375.31;5.028e6;0.2179;0.2612;0.3634;0.877;1.9461;48.059503;1.2168499999999999e-5
ethylformate~|~ethyl methanoate;508.4;4.74e6;0.2847;0.2584;0.2256;0.8411;2.6976;74.07854;1.7879699999999998e-5
iodoethane~|~ethyl iodide;554.0;4.711e6;0.1674;0.2504;1.2448;0.9761;0.5654;155.96557;2.8412e-5
ethyl isobutyrate~|~ethyl 2-methylpropanoate~|~2-methylpropanoicacidethylester;553.15;3.04e6;0.4264;0.2623;0.3687;0.8491;2.549;116.15828;2.10502e-5
ethyl isovalerate~|~3-methylbutanoicacidethylester;587.95;2.84e6;0.4;0.2632;1.4391;1.0;0.7177;130.18486;2.4740599999999998e-5
ethyl mercaptan;499.15;5.49e6;0.1878;0.2701;0.198;0.853;2.5014;62.13404;1.0869899999999999e-5
ethylmethacrylate;577.0;3.25e6;0.3432;0.2529;0.2448;0.8357;2.7941;114.1424;3.31373e-5
ethylbutyrate~|~ethyl butanoate~|~ethyl n-butyrate;571.0;2.95e6;0.4011;0.251;0.3712;0.854;2.4867;116.15828;3.57207e-5
ethylpropionate~|~ethyl propanoate;546.0;3.3619999999999995e6;0.3944;0.2543;0.2634;0.8317;2.8695;102.1317;2.74077e-5
3-thiahexane~|~ethyln-propylsulfide~|~ethyl propyl sulfide;583.9;3.446e6;0.3331;-123.0;0.3467;0.8602;2.3932;104.21378;-0.00012299999999999998
ethyl-t-butyl sulfide~|~ethyl t-butyl sulfide~|~2,2-dimethyl-3-thiapentane~|~2-(ethylthio)-2-methylpropane;588.0;3.13e6;0.2861;0.2695;0.211;0.8374;2.7637;118.24;1.9137e-5
ethyl tert-butyl disulfide~|~2,2-dimethyl-3,4-dithiahexane;659.9;3.076e6;0.3471;-123.0;0.3049;0.8484;2.5755;150.3;-0.00012299999999999998
ethyl tert-pentyl ether~|~4,4-dimethyl-3-oxahexane~|~1,1-dimethylpropyl ethyl ether;546.0;2.74e6;0.3382;0.2653;0.2942;0.8035;2.26;116.20134;2.3532199999999998e-5
ethoxy-ethene~|~ethyl vinyl ether;475.15;4.0700000000000005e6;0.2665;0.2686;0.2378;0.8472;2.5946;72.10572;1.29261e-5
butyne~|~1-butyne~|~ethylacetylene;440.0;4.6e6;0.247;0.2705;0.1641;0.834;2.8269;54.09044;1.0145799999999999e-5
ethylal~|~diethoxymethane;524.0;3.2799999999999995e6;0.4297;0.2669;0.5838;0.8994;1.9076;104.14758;1.40168e-5
ethylamine~|~ethanamine;456.15;5.62e6;0.2848;0.2649;0.3211;0.8037;1.9837;45.08368;1.05865e-5
ethylbenzene;617.15;3.6090000000000005e6;0.3035;0.262;0.5113;0.8334;1.5683;106.165;2.4614999999999997e-5
ethylchloroacetate~|~ethyl chloroethanoate;618.0;3.79e6;0.3932;0.2487;0.2605;0.8133;2.7119;122.55018;3.2965899999999996e-5
ethylcyclohexane;609.15;3.04e6;0.2455;0.2595;1.1982;0.9769;0.6907;112.21264;3.42403e-5
ethylcyclopentane;569.5;3.4e6;0.2701;0.2673;0.2549;0.8505;2.5414;98.18606;1.95865e-5
ethene~|~ethylene~|~1-ethylene;282.34;5.041e6;0.0862;0.282;0.2298;0.8745;1.9404;28.05316;4.1185e-6
glycol~|~1,2-ethanediol~|~ethylene glycol;720.0;8.2e6;0.5068;0.2424;1.5454;1.0;0.7625;62.06784;1.9295399999999998e-5
2-butoxyethyl acetate~|~2-butoxyethanolacetate~|~ethylene glycol monobutyl ether acetate;641.2;2.48e6;0.5598;0.2524;0.3065;0.8233;3.0393;160.21084;4.08757e-5
oxirane~|~ethyleneoxide;469.15;7.190000000000001e6;0.1974;0.2573;0.4567;0.8531;1.4583;44.05256;1.26072e-5
ethylenediamine~|~1,2-diaminoethane~|~ethane-1,2-diamine;593.0;6.29e6;0.4724;0.2556;0.2932;0.828;2.9423;60.09832;1.4016699999999999e-5
aziridine~|~ethyleneimine~|~azacyclopropane;537.0;6.85e6;0.2007;0.2402;1.0931;0.5365;0.6708;43.0678;2.3024999999999997e-5
ethyltrichlorosilane~|~ethyl silicon trichloride;559.95;3.3299999999999995e6;0.2698;0.2768;0.1777;0.8324;2.8577;163.5056;1.04088e-5
ethynylbenzene~|~1-phenylethyne;650.0;4.28e6;0.2264;0.2702;0.9747;0.8868;2.0474;102.13324;-1.2463999999999998e-6
ferrous chloride;2010.0;8.72e6;0.5271;-123.0;1.6448;0.997;0.2764;126.751;-0.00012299999999999998
fluoranthene;905.0;2.61e6;0.5875;-123.0;0.6418;0.8866;2.0499;202.2506;-0.00012299999999999998
fluorene;826.0;3.0e6;0.4042;-123.0;0.4577;0.8229;1.9826;166.2185;-0.00012299999999999998
fluorine;144.12;5.172e6;0.053;0.2874;0.3256;0.8858;1.4115;37.996806;1.4096999999999998e-6
fluorobenzene;560.09;4.551e6;0.2472;0.266;0.2396;0.851;2.5328;96.102303;1.59762e-5
methanal~|~formaldehyde;420.0;6.590000000000001e6;0.1679;0.2126;0.1495;0.8444;2.641;30.02598;2.8213699999999997e-5
formanilide;787.0;4.11e6;0.5449;-123.0;0.3182;0.8226;3.0547;121.13658;-0.00012299999999999998
formicacid~|~methanoicacid;588.0;5.81e6;0.3125;0.1729;0.2906;0.8526;2.5085;46.02538;6.083679999999999e-5
furan;490.15;5.5e6;0.2015;0.2694;0.3867;0.8138;1.5485;68.07396;1.09111e-5
furfural~|~2-furaldehyde;670.15;5.66e6;0.3678;0.2631;0.544;0.843;1.6879;96.08406;1.4732799999999999e-5
furfuryl alcohol~|~2-hydroxymethylfuran;632.0;5.35e6;0.7341;0.2614;1.133;0.8817;2.0219;98.09994;2.8472e-6
gamma-butyrolactone~|~.gamma.-butyrolactone;731.0;5.13e6;0.3603;-123.0;0.4403;0.8513;1.9235;86.08924;-0.00012299999999999998
gamma-valerolactone~|~dihydro-5-methyl-2(3h)-furanone;727.0;4.84e6;0.403;0.2542;0.5795;0.9045;1.8547;100.11582;2.50243e-5
germanium;9803.0;6.511e8;-0.0715;-123.0;0.5792;0.9997;1.0122;72.64;-0.00012299999999999998
germanium tetrachloride;550.0;3.85e6;0.2411;-123.0;1.4653;0.9937;0.4198;214.452;-0.00012299999999999998
glutaric acid~|~pentanedioicacid;840.0;4.27e6;0.7526;0.2286;1.2854;0.8769;1.424;132.11462;4.66285e-5
glutaric anhydride;838.0;5.8e6;0.5372;0.2552;0.6234;0.8888;2.0248;114.09934;2.00439e-5
glycerol-triacetate~|~glyceryl triacetate~|~glyceryl triethanoate;704.0;2.31e6;0.8389;0.2466;0.441;0.8138;3.2518;218.20386;4.50551e-5
halothane~|~2-bromo-2-chloro-1,1,1-trifluoroethane~|~1-bromo-1-chloro-2,2,2-trifluoroethane;496.0;3.9200000000000005e6;0.275;0.274;0.2175;0.843;2.6647;197.38155;1.00321e-5
helium~|~helium-4;5.2;227000.0;-0.39;0.3355;-0.0466;1.2473;0.5401;4.002602;-1.4608e-6
heptanal~|~1-heptanal;620.0;3.16e6;0.4058;0.2599;0.4318;0.8674;2.2928;114.18546;2.59508e-5
hexachlorobenzene;825.0;2.85e6;0.4971;-123.0;0.5956;0.0362;1.0376;284.7822;-0.00012299999999999998
hexachloroethane;695.0;3.34e6;0.2386;-123.0;0.2739;0.7717;1.84;236.7394;-0.00012299999999999998
hexaethylbenzene;746.0;1.73e6;0.7534;0.2517;0.8792;0.928;1.6309;246.4308;6.3277e-5
hexafluoro-1,3-butadiene;409.9;3.131e6;0.351;0.2645;1.6886;1.0;0.559;162.033219;1.599e-5
hexafluoroacetone~|~1,1,1,3,3,3-hexafluoro-2-propanone;357.14;2.837e6;0.3636;0.2657;0.1605;0.815;3.2249;166.021919;1.39693e-5
perfluorobenzene~|~hexafluorobenzene;516.73;3.2729999999999995e6;0.3953;0.2552;0.2691;0.833;2.8464;186.054619;2.5777e-5
r116~|~perfluoroethane~|~hexafluoroethane;293.03;3.043e6;0.2549;0.2778;0.2274;0.8469;2.5991;138.011819;5.603699999999999e-6
hexamethylbenzene;758.0;2.77e6;0.4956;0.2495;0.928;0.9325;1.5917;162.27132;4.23305e-5
hexamethylcyclotrisiloxane;554.2;1.78e6;0.4962;0.2673;1.3589;0.8393;0.8697;222.46182;2.5325299999999996e-5
hexamethyl disilazane;544.0;1.92e6;0.5101;0.2598;0.5802;0.8827;2.0964;161.39276;3.2728e-5
mm~|~hexamethyldisiloxane;519.0;1.92e6;0.4142;0.2672;1.1758;0.4388;0.5861;162.37752;4.09831e-5
hexanal~|~1-hexanal;594.0;3.46e6;0.3618;0.2601;0.3046;0.8457;2.6196;100.15888;2.41324e-5
hexanenitrile;633.8;3.3e6;0.4343;0.2447;0.5324;0.8847;2.0717;97.15824;4.08648e-5
hydrazine;653.15;1.47e7;0.3143;0.2641;0.4306;0.8484;1.8945;32.04516;5.66e-6
hydrogen;33.19;1.313e6;-0.216;0.3192;0.9444;3.0087;0.1762;2.01588;-1.3448999999999998e-6
hydrogen bromide;363.15;8.552e6;0.0734;0.2832;0.5283;0.8962;1.0315;80.91194;2.9709e-6
hcl~|~hydrogen chloride~|~hydrochloric acid;324.65;8.309999999999999e6;0.1315;0.267;0.2286;0.8767;2.1699;36.46094;5.989499999999999e-6
hydrogen cyanide;456.65;5.39e6;0.4099;0.1917;0.5878;0.9074;1.8253;27.02534;4.1994999999999993e-5
hydrogen iodide;423.85;8.309999999999999e6;0.0381;0.2883;0.4408;0.8685;1.0305;127.91241;2.5678999999999996e-6
hydrogen peroxide;730.15;2.17e7;0.3582;0.267;0.4351;0.8775;2.1604;34.01468;3.3532e-6
hydrogen selenide;411.15;8.92e6;0.0542;0.2871;0.4035;0.8473;1.1294;80.99;2.383e-6
hydrogen sulfide;373.53;8.963e6;0.0942;0.2818;0.1749;0.8686;2.2761;34.08088;3.0175e-6
indane;684.9;3.95e6;0.3092;0.2668;0.292;0.8524;2.5106;118.1757;1.93716e-5
indene~|~1h-indene;687.0;3.8200000000000005e6;0.3338;0.2545;0.2979;0.8503;2.5441;116.15982;3.22564e-5
indole~|~1h-indole;790.0;4.3e6;0.3763;0.2378;0.5739;0.8345;1.6307;117.14788;4.87256e-5
i2~|~iodine;819.15;1.1654e7;0.1115;0.2993;0.149;0.8599;2.3981;253.80894;-2.6051999999999996e-6
iodobenzene;721.15;4.519e6;0.2466;0.265;0.3292;0.8446;2.0263;204.00837;2.17324e-5
iron;9340.0;1.015e9;-0.0106;-123.0;0.3308;0.5709;0.2289;55.845;-0.00012299999999999998
iron pentacarbonyl;559.65;3.153e6;0.2938;0.2664;1.5475;1.0;0.5701;195.9;2.13584e-5
isobutane~|~2-methylpropane;407.8;3.64e6;0.1835;0.2745;0.2313;0.8625;2.3598;58.1222;1.04875e-5
isobutene~|~isobutylene~|~2-methylpropene;417.9;4.0e6;0.1948;0.2725;0.2651;0.8689;2.2721;56.10632;1.0702999999999999e-5
isobutyl acetate~|~2-methylpropyl ethanoate~|~aceticacid-2-methylpropylester;560.8;3.01e6;0.434;0.2556;1.1918;1.0;0.935;116.15828;2.91248e-5
isobutyl chloride~|~1-chloro-2-methylpropane~|~1-chloro-2-methyl-propane;528.0;3.9e6;0.2416;0.2641;0.2371;0.8515;2.5252;92.56726;1.92309e-5
isobutylformate~|~2-methylpropyl methanoate;551.35;3.881e6;0.3896;0.2771;0.2729;0.8353;2.8031;102.1317;5.158999999999999e-6
isobutylisobutyrate~|~2-methylpropyl 2-methylpropanoate;601.89;2.61e6;0.4006;0.2667;0.1687;0.8117;3.3024;144.21144;2.26509e-5
isobutyl mercaptan~|~2-methyl-1-propanethiol;559.0;4.06e6;0.2528;0.272;0.3247;0.838;2.0126;90.1872;1.30899e-5
isobutylmethacrylate;612.0;2.67e6;0.4205;-123.0;0.3049;0.8368;2.7752;142.19556;-0.00012299999999999998
isobutylamine~|~2-methyl-1-propanamine;513.73;4.215e6;0.3627;0.2709;0.352;0.8562;2.453;73.13684;9.2759e-6
isobutylbenzene~|~2-methylpropyl benzene~|~(2-methylpropyl)benzene;650.0;3.05e6;0.3817;0.2719;0.4103;0.8454;2.1781;134.21816;1.44791e-5
isobutylcyclohexane~|~iso-butylcyclohexane~|~2-methylpropylcyclohexane;642.1;2.585e6;0.3536;0.2657;0.2249;0.8296;2.9121;140.2658;2.7465399999999996e-5
isobutyl-tert-butylether~|~isobutyl tert-butyl ether;558.3;2.561e6;0.3494;-123.0;0.6424;0.8447;1.4376;130.22792;-0.00012299999999999998
isobutyricacid~|~2-methylpropanoic acid;605.0;3.7e6;0.614;0.2251;0.3785;0.8253;2.998;88.10512;4.78483e-5
isobutyric anhydride;631.5;2.719e6;0.5926;0.2685;0.6211;0.8777;2.1574;158.19496;1.2029e-5
isobutyronitrile~|~2-methylpropanenitrile;565.0;3.76e6;0.3384;0.2336;0.2672;0.8411;2.6981;69.10508;4.41291e-5
isopentane~|~methylbutane~|~2-methylbutane;460.4;3.3799999999999995e6;0.2279;0.2715;0.2374;0.8548;2.4736;72.14878;1.3888099999999998e-5
isopentyl isovalerate~|~3-methylbutyl 3-methylbutanoate~|~3-methyl-butanoicacid-3-methylbutylester;637.0;2.2e6;0.5785;0.2538;0.3428;0.8242;3.0206;172.2646;4.11724e-5
isophthaloyl chloride;768.0;3.3299999999999995e6;0.6455;0.2501;0.4097;0.8135;2.8324;203.02216;3.5270699999999994e-5
isoprene~|~2-methyl-1,3-butadiene;484.0;3.85e6;0.1583;0.2649;1.3066;1.0;0.5302;68.11702;2.00654e-5
2-propanol~|~propan-2-ol~|~isopropanol;508.3;4.765e6;0.663;0.2487;1.8317;0.9999;0.7375;60.09502;1.7477599999999997e-5
isopropylacetate~|~1-methylethyl ethanoate;532.0;3.29e6;0.3678;0.2559;1.3827;1.0;0.7138;102.1317;2.7206499999999998e-5
isopropyl butyl ether~|~1-(1-methylethoxy)-butane;549.0;2.74e6;0.4032;0.2695;0.331;0.8455;2.6229;116.20134;1.57272e-5
2-chloropropane~|~isopropyl chloride;489.0;4.54e6;0.1986;0.2741;0.1869;0.8474;2.5906;78.54068;1.00205e-5
2-iodopropane~|~isopropyl iodide;578.0;5.12e6;0.238;0.2958;0.486;0.9204;1.6999;169.99215;-5.6464e-6
2-propanethiol~|~2-propyl mercaptan~|~isopropyl mercaptan;517.0;4.75e6;0.2138;0.2822;0.2299;0.8561;2.454;76.16062;4.4507000000000004e-6
isopropyl myristate~|~isopropylbutadecanoate~|~1-methylethyl tetradecanoate;738.0;1.4e6;0.9364;0.2469;1.2764;0.8621;2.3661;270.45066;3.599949999999999e-5
2-propylamine~|~2-propanamine~|~isopropylamine;471.85;4.54e6;0.2759;0.2682;0.1437;0.824;3.0251;59.11026;1.17536e-5
isopropylcyclohexane~|~(1-methylethyl)cyclohexane;627.0;2.85e6;0.3295;0.2629;0.2989;0.85;2.5488;126.23922;2.86122e-5
isopropylcyclopentane~|~1-methylethylcyclopentane~|~(1-methylethyl)-cyclopentane;593.0;3.04e6;0.303;0.264;0.2911;0.8529;2.5039;112.21264;2.51399e-5
isoquinoline;803.15;5.1e6;0.3035;0.281;0.2853;0.851;2.5183;129.15858;4.4044e-6
isovalericacid~|~3-methylbutanoic acid;629.09;3.6880000000000005e6;0.6818;0.2441;0.3328;0.8105;3.3323;102.1317;3.10863e-5
isoxazole~|~1,2-oxazole;590.0;6.1e6;0.2568;0.2482;0.3329;0.872;2.2308;69.06202;2.20455e-5
ketene~|~ethenone;370.0;5.81e6;0.1257;0.272;0.8727;0.7877;0.6988;42.03668;8.119199999999998e-6
krypton;209.35;5.502e6;0.0;0.2903;0.1926;0.9041;1.8588;83.798;1.7972999999999997e-6
lithium;3503.0;3.842e7;-0.0556;0.124;0.5067;1.0;0.8069;6.941;8.14585e-5
lithium iodide;2370.0;1.7e7;0.457;-123.0;0.797;0.9998;0.5527;133.84547;-0.00012299999999999998
l-menthol~|~dl-menthol;658.0;2.71e6;0.7796;0.26;0.6629;0.8592;2.4087;156.2652;1.86121e-5
maleonitrile;704.0;3.7299999999999995e6;0.5575;-123.0;1.3454;0.9501;1.1089;78.07208;-0.00012299999999999998
m-chloroaniline~|~3-chlorobenzenamine~|~3-chlorobenzeneamine;751.0;4.59e6;0.4198;0.2619;0.319;0.8398;2.7218;127.57154;1.95239e-5
m-chloronitrobenzene~|~1-chloro-3-nitrobenzene;742.0;3.9799999999999995e6;0.4919;0.246;0.6088;0.893;1.9776;157.55446;3.68341e-5
3-chlorophenol~|~m-chlorophenol;729.0;5.32e6;0.4856;0.2771;0.6112;0.8962;1.9422;128.5563;2.5845999999999998e-6
m-cresol~|~in-cresol~|~3-methylphenol~|~3-hydroxytoluene;705.85;4.56e6;0.448;0.2542;0.3964;0.7772;2.1212;108.13782;2.51079e-5
m-cymene~|~.beta.-cymene~|~1-methyl-3-(1-methylethyl)-benzene;649.0;2.81e6;0.378;0.2554;0.4279;0.8344;2.047;134.21816;3.8332e-5
m-dibromobenzene~|~1,3-dibromobenzene;761.0;4.66e6;0.2932;-123.0;0.6769;0.8685;1.1706;235.90396;-0.00012299999999999998
m-dichlorobenzene~|~1,3-dichlorobenzene;683.95;4.0700000000000005e6;0.279;0.2614;0.381;0.8419;1.93;147.00196;2.53005e-5
m-diethylbenzene~|~1,3-diethylbenzene;663.0;2.88e6;0.354;0.2577;0.2293;0.8303;2.8967;134.21816;3.60807e-5
m-diisopropylbenzene~|~1,3-diisopropylbenzene~|~1,3-bis(1-methylethyl)-benzene;684.0;2.45e6;0.3587;0.2747;0.7755;0.6119;1.0577;162.27132;1.7686599999999998e-5
m-divinylbenzene~|~1,3-diethenylbenzene;692.0;3.12e6;0.3734;0.2497;1.0803;1.0;0.9643;130.1864;4.43096e-5
mercury;1735.0;1.60803e8;-0.1645;0.3906;0.141;0.9745;1.2465;200.59;-6.2081e-6
mesityl oxide~|~4-methyl-3-penten-2-one;600.0;3.41e6;0.3254;0.2469;0.2394;0.8093;2.5195;98.143;3.96264e-5
mesitylene~|~1,3,5-trimethylbenzene;637.3;3.127e6;0.3985;0.2555;0.341;0.848;2.5813;120.19158;3.25781e-5
methacrolein~|~2-methyl-2-propenal~|~alpha-methylacrolein;530.0;4.25e6;0.2456;0.2459;0.2262;0.848;2.5818;70.08984;3.0588e-5
methacrylonitrile~|~isopropenylnitrile;554.0;3.8799999999999995e6;0.3013;0.2307;0.5425;0.9195;1.7076;67.0892;4.5237e-5
methane;190.56;4.599e6;0.0115;0.2893;0.2171;0.9082;1.8172;16.04246;2.0503e-6
methanol;512.5;8.084e6;0.5658;0.2313;0.7082;0.9022;1.878;32.04186;1.6954299999999998e-5
methylacetate~|~methyl ethanoate;506.55;4.75e6;0.3313;0.257;0.2888;0.8473;2.5935;74.07854;1.7530499999999998e-5
methylacrylate~|~methyl propenoate;536.0;4.25e6;0.3423;0.2518;0.3482;0.857;2.386;86.08924;2.4131e-5
methyl alpha-methoxyisobutyrate;589.3;2.935e6;0.4212;-123.0;0.2867;0.827;2.8004;132.16;-0.00012299999999999998
methyl benzoate;693.0;3.59e6;0.4205;0.2549;0.4682;0.8726;2.2229;136.14792;3.0530699999999996e-5
r40~|~chloromethane~|~methyl chloride;416.25;6.68e6;0.151;0.2683;0.2293;0.8691;2.2694;50.48752;8.5889e-6
methyl chloroacetate~|~methyl chloroethanoate~|~chloroaceticacidmethylester;600.0;4.5e6;0.434;0.2514;0.3025;0.8339;2.8283;108.5236;2.36245e-5
methyl chloroformate;525.0;5.36e6;0.3921;0.2683;0.2639;0.8321;2.8629;94.49702;8.5646e-6
dichloromethylsilane~|~methyl dichlorosilane;483.0;3.95e6;0.2758;0.2696;0.2317;0.8464;2.6086;114.02602;1.28914e-5
methyl diethanolamine~|~n-methyldiethanolamine~|~2,2'-(methylimino)bis-ethanol;741.9;4.16e6;0.6286;0.2505;0.3233;0.8141;3.2435;119.16222;2.7320799999999998e-5
methyl dodecanoate~|~dodecanoicacidmethylester;712.0;1.65e6;0.6644;0.237;0.2654;0.8006;3.5888;214.34434;9.69783e-5
methylethylether~|~ethyl methyl ether;437.8;4.4e6;0.2314;0.2689;1.015;0.8606;0.7825;60.09502;1.1942199999999999e-5
butanone~|~2-butanone~|~methyl ethyl ketone;535.5;4.15e6;0.3234;0.2524;0.317;0.8469;2.3969;72.10572;2.48308e-5
2-thiabutane~|~(methylthio)-ethane~|~methyl ethyl sulfide;533.0;4.26e6;0.2091;0.2559;0.5076;0.8218;1.3198;76.16062;2.49201e-5
r41~|~fluoromethane~|~methyl fluoride;317.42;5.875e6;0.1947;0.2481;0.2954;0.877;2.1657;34.032923;1.3161899999999998e-5
methylformate~|~methyl methanoate;487.2;6.0e6;0.2556;0.2576;0.2281;0.8468;2.6015;60.05196;1.4358599999999998e-5
ch3i~|~iodomethane~|~methyl iodide;528.2;6.6e6;0.1567;0.2669;0.1875;0.8609;2.3831;141.93899;1.20018e-5
methylisobutylether;497.0;3.41e6;0.3078;0.2713;0.2919;0.8525;2.5104;88.14818;1.23867e-5
methyl isobutyrate~|~methyl 2-methylpropanoate~|~2-methylpropanoicacidmethylester;540.7;3.432e6;0.3637;0.2582;0.2458;0.8324;2.8573;102.1317;2.3957799999999996e-5
3-methyl-3-buten-2-one~|~methyl isopropenyl ketone;566.0;3.89e6;0.2862;0.2509;0.2254;0.8405;2.7089;84.11642;3.03688e-5
methylisopropylether~|~isopropyl methyl ether;464.48;3.7619999999999995e6;0.2656;0.2703;0.5359;0.845;1.4494;74.1216;1.26117e-5
3-methyl-2-butanone~|~methyl isopropyl ketone;553.4;3.8e6;0.3208;0.2603;0.3779;0.7923;1.8568;86.1323;2.20092e-5
3-methyl-2-thiabutane~|~methyl isopropyl sulfide;553.1;4.021e6;0.2461;0.2712;0.2279;0.8421;2.5131;90.1872;1.37618e-5
methanethiol~|~methyl mercaptan;469.95;7.23e6;0.1582;0.2727;0.2076;0.8636;2.345;48.10746;7.297399999999999e-6
methyl methacrylate;566.0;3.6799999999999995e6;0.2802;0.2544;0.1262;0.8195;3.1227;100.11582;2.9654599999999996e-5
methylbutyl ether~|~butyl methyl ether~|~methyl-n-butylether~|~methyl n-butyl ether;512.74;3.371e6;0.313;0.2637;0.2244;0.836;2.7891;88.14818;1.9855799999999997e-5
2-thiahexane~|~methylbutyl sulfide~|~1-(methylthio)butane~|~methyl-n-butyl sulfide~|~methyl n-butyl sulfide;593.0;3.4700000000000005e6;0.3229;0.2615;0.2666;0.8438;2.6507;146.29352;2.3956499999999997e-5
methylbutyrate~|~methyl butanoate~|~methyl n-butyrate;554.5;3.4729999999999995e6;0.3775;0.2546;0.2728;0.836;2.7893;102.1317;2.70638e-5
1-methoxy-pentane~|~methyl pentyl ether~|~methyl-n-pentyl ether~|~methyl n-pentyl ether;546.49;3.042e6;0.3442;0.2632;0.2549;0.8375;2.7612;158.28108;2.2699e-5
1-methoxypropane~|~methylpropyl ether~|~methyl-n-propylether~|~methyl n-propyl ether;476.25;3.801e6;0.277;0.2684;0.2201;0.842;2.6823;74.1216;1.38952e-5
2-thiapentane~|~methylpropyl sulfide~|~1-(methylthio)-propane~|~methyl-n-propyl sulfide~|~methyl n-propyl sulfide;565.0;3.9700000000000005e6;0.2737;0.2666;0.2355;0.8453;2.6262;118.24036;1.7218299999999997e-5
methylpropionate~|~methyl propanoate;530.6;4.004e6;0.3466;0.2564;0.2486;0.8355;2.798;88.10512;2.19335e-5
sec-butylmethylether~|~methyl sec-butyl ether;498.0;3.41e6;0.3062;0.2683;0.4808;0.8703;1.7854;88.14818;1.51598e-5
methyl silicate~|~silicon tetramethoxide;562.8;2.873e6;0.4442;0.2666;0.6558;0.8392;1.6062;152.22118;1.76718e-5
methyl stearate~|~methyl octadecanoate~|~octadecanoicacidmethylester;781.1;1.084e6;0.8595;0.2182;1.0936;0.5976;1.4356;298.50382;0.0002214195
methyl t-butyl sulfide~|~3,3-dimethyl-2-thiabutane~|~2-methyl-2-(methylthio)-propane;570.0;3.54e6;0.2334;0.2722;0.2773;0.8219;2.0607;104.21378;1.57582e-5
methyl-t-butylether~|~methyl tert-butyl ether~|~2-methoxy-2-methylpropane;497.1;3.286e6;0.2465;-123.0;0.1903;0.8164;2.5133;88.14818;-0.00012299999999999998
methyl-tert-amylether~|~methyl tert-pentyl ether~|~2-methoxy-2-methylbutane;534.0;3.04e6;0.2981;0.2616;0.2668;0.8478;2.5855;102.17476;2.53518e-5
methyl-t-pentyl sulfide~|~methyl t-pentyl sulfide~|~2-methyl-2-(methylthio)-butane;632.0;3.13e6;0.2836;-123.0;0.2083;0.8387;2.7406;118.24036;-0.00012299999999999998
trichloromethylsilane~|~methyl trichlorosilane;517.0;3.5299999999999995e6;0.2634;0.2702;0.2545;0.8526;2.5086;149.47902;1.49572e-5
methyl vinyl dichlorosilane;544.1;2.94e6;0.2928;0.2516;0.2263;0.8396;2.7248;141.07124;3.764929999999999e-5
methylvinylether~|~vinyl methyl ether;437.0;4.67e6;0.2416;0.2616;0.2044;0.8436;2.6549;58.07914;1.4729799999999999e-5
propyne~|~1-propyne~|~methylacetylene;402.4;5.63e6;0.2115;0.2705;0.2193;0.8531;2.4998;40.06386;7.9583e-6
methylal~|~dimethoxymethane;480.6;3.95e6;0.2856;0.2489;0.1344;0.8208;3.0925;76.09442;2.71963e-5
methylamine~|~methanamine;430.05;7.459999999999999e6;0.2814;0.2589;0.8443;0.8683;1.0219;31.0571;9.586e-6
methylcyclohexane;572.1;3.4799999999999995e6;0.2361;0.2712;0.4332;0.8417;1.6084;98.18606;1.6995699999999997e-5
methylcyclopentane;532.7;3.79e6;0.2288;0.2713;0.3054;0.8293;1.9611;84.15948;1.4686199999999998e-5
m-ethyltoluene~|~1-methyl-3-ethylbenzene~|~1-ethyl-3-methylbenzene;637.15;3.15e6;0.3649;0.2583;1.0716;0.9961;0.9598;120.19158;3.08252e-5
3-methylstyrene~|~m-methylstyrene~|~1-ethenyl-3-methylbenzene;657.0;3.29e6;0.3487;0.2507;0.2561;0.8371;2.7702;118.1757;3.94166e-5
chlorobenzene~|~monochlorobenzene;632.35;4.519e6;0.2499;0.2646;0.3425;0.8415;1.9656;112.5569;1.93275e-5
morpholine~|~tetrahydro-1,4-oxazine;618.0;5.34e6;0.3579;0.2693;0.3871;0.8651;2.3233;87.12036;9.9321e-6
1,3-benzenediamine~|~m-phenylenediamine;824.0;5.18e6;0.5464;0.2473;0.629;0.8894;2.0172;108.14112;2.91321e-5
m-tolualcohol~|~m-methylbenzylalcohol;681.0;3.91e6;0.7508;0.2747;1.7943;1.0;0.7086;122.1644;3.6259999999999997e-6
m-toluidine~|~3-methylaniline;707.0;4.28e6;0.4348;0.2543;0.2868;0.8312;2.8805;107.15306;2.67161e-5
mxylene~|~m-xylene~|~1,3-dimethylbenzene;617.0;3.5409999999999995e6;0.3265;0.2587;0.3492;0.8481;2.2617;106.165;2.7094899999999997e-5
n,n-diethylaniline~|~n,n-diethyl-benzeneamine;702.0;2.85e6;0.4262;0.2523;1.6566;0.8629;0.6539;149.2328;4.44932e-5
n,n-diethylhydroxylamine;567.0;4.1299999999999995e6;0.7154;0.268;1.2417;0.9557;1.2268;89.13624;5.7392e-6
n,n-dimethylacetamide~|~n,n-dimethylethanamide;658.0;4.0299999999999995e6;0.3635;0.2317;1.2183;0.9752;0.8209;87.12036;4.9438e-5
