Clapeyron Database File
c-PR parameters [csvtype = single,sep = ;]
species;Mw;Tc;Pc;L;M;N
nonane~|~n-nonane;128.259;594.1479955;2.291680693e6;0.536673463;0.804173092;1.574822123
1-propoxy-2-propanol~|~propylene glycol n-propyl ether;118.176;605.1;3.051019927e6;1.585243459;0.922306357;0.634499412
3-[(2,2-dimethylpropanoyl)oxy]-5-methylphenyl 2,2-dimethylpropanoate;292.375;783.0;1.421721907e6;1.748188279;0.550978018;0.7529728
difluoromethoxymethane;82.04980633;408.0;3.605551748e6;2.175122112;0.917210882;0.310665515
1,3-cyclohexadiene;80.13;558.0;4.60409156e6;1.224880279;0.972106407;0.535204894
isobutyl dodecanoate;256.43;725.0;1.366870213e6;0.422575649;0.819629933;3.118872344
3-methylhexane~|~3-methyl-hexane;100.205;535.214816;2.797991947e6;0.550002953;0.817739877;1.281387508
azacyclobutane;57.096;527.0;9.115443593e6;0.597053537;0.923688525;1.669405695
1,1,6,6-tetraphenylhexane;390.57;922.0;960120.7898;2.160594096;0.946305087;0.724531453
methyl tridecanoate;228.376;711.0;1.53414965e6;0.419274902;0.823389885;3.037932322
4-fluoro-phenyl-1h-imidazole;162.1674032;902.0;4.558449003e6;1.014815233;0.41729347;0.611046859
hexyne~|~1-hexyne;82.146;533.5;4.638285441e6;0.90542291;0.999994266;0.885263466
3,5-di-tert-butyltoluene;204.357;706.0;2.353645975e6;0.916874526;0.856376635;1.162503006
oxirane~|~ethyleneoxide;44.053;468.95132;7.241286186e6;0.557514591;0.854271591;1.050689755
1,8-bis(dimethylamino)naphthalene;214.312;760.0;2.601930007e6;0.758732233;0.893142919;1.926363976
benzene, (trimethoxymethyl)-;182.219;728.0;2.911258845e6;1.025195159;0.876525047;0.882277006
1h-perfluorooctane~|~1h-perfluoro-n-octane;420.0688538;512.0;1.477534101e6;0.344042013;0.830012678;2.902289705
2,2-dimethylpropionitrile~|~2,2-dimethylpropanenitrile;83.134;559.0;3.115129916e6;0.240786745;0.849946077;2.526205487
dioxane~|~p-dioxane~|~1,4-dioxane;88.106;587.121;5.17193581e6;1.422816795;0.999819873;0.508096166
1-(methoxymethoxy)propane;104.149;533.0;3.257207056e6;0.461542529;0.802152993;1.654264754
(e)-1,2-dichloroethene;96.938;515.5;5.200102397e6;0.231764415;0.819370006;1.765585939
2-methylpyrazine;94.117;631.0;5.085166615e6;0.467519114;0.835047998;1.488538779
chcl3~|~chloroform~|~trichloromethane;119.369;536.1237478;5.453183087e6;1.288364283;0.999973439;0.504052532
(e)-2-butene~|~trans-2-butene;56.108;428.6083626;4.031995626e6;0.381055902;0.845179545;1.415207632
2,4-bis(1-methylethyl)phenol;178.275;736.0;2.359243183e6;1.682603264;0.999952326;0.601718396
1-chlorononane~|~1-nonylchloride;162.701;658.8;2.365620012e6;0.442184895;0.834906402;2.210086626
(e)-2-butenal;70.091;574.0;4.245811593e6;0.31443798;0.844715774;1.987548174
pentadecafluorooctanoic acid;414.0700474;566.6288139;1.251109459e6;0.368954066;0.785079943;4.069501102
4-methyl-1,3-dioxane;102.133;586.0;4.440001381e6;1.55421544;0.998923129;0.541191834
r123~|~2,2-dichloro-1,1,1-trifluoroethane~|~1,1-dichloro-2,2,2-trifluoroethane;152.9252095;456.8354602;3.665535152e6;0.60925654;0.817920975;1.102716642
2-chloropyridine;113.544;687.0;4.962843325e6;0.921112086;0.999949613;0.907237795
1-phenylnaphthalene;204.272;856.0;2.561234127e6;0.791142937;0.831806071;1.285090051
4-phenyl-2-butanone;148.205;730.0;3.401046181e6;1.298774365;0.998732454;0.801312616
diphenyl chlorophosphate;268.632762;863.0603747;997307.301;0.992571846;0.999972834;0.841764708
diphenyl ether;170.211;773.0323765;3.297110327e6;0.229316043;0.834154333;2.821926336
3-cyclohexyleicosane;364.702;817.0;857893.386;0.995626584;0.889938927;2.011403903
2,2,3,3,4,4,5,5-octafluoropentyl methacrylate;300.1482253;600.0;1.854447439e6;0.238343219;0.804555179;3.467066133
3-methylhexanal~|~(.+-.)-3-methylhexanal;114.188;603.0;3.52726079e6;0.607685891;0.914546657;1.754708005
pyrocatechol~|~1,2-benzenediol~|~1,2-dihydroxybenzene;110.112;772.0;4.833472441e6;0.800666492;0.799060031;1.171189465
r13~|~chlorotrifluoromethane;104.4562095;301.9449019;3.887706428e6;1.34777899;0.999676423;0.440494863
p-chlorotoluene~|~4-chlorotoluene~|~1-chloro-4-methylbenzene;126.583;656.0;3.644358696e6;0.670769727;0.831788135;1.087225943
2h-pyran-2-one, tetrahydro-6-propyl-;142.198;773.0;3.253246888e6;1.368907707;0.998516445;0.69432382
2,4-dimethylhexane~|~2 4-dimethylhexane;114.232;552.9972048;2.551310471e6;1.19332686;0.999996681;0.71092231
2-methylpropyl pentanoate;158.241;608.0;2.421492592e6;0.739917395;0.925748845;1.636631113
1-cyanobicyclo[1.1.0]butane;79.102;652.0;5.148952613e6;1.165660473;0.770004175;0.656651752
2,3,5-trimethylhexane;128.259;580.3;2.431638531e6;1.003131652;0.894756819;0.85095775
(2-decyldodecyl)cyclopentane;378.729;821.0;796069.9624;1.330712942;0.945457205;1.390147658
1-adamantyl methyl ketone;178.275;816.0;3.513213299e6;1.277834468;0.767610618;0.573586858
methyl nonanoate~|~nonanoic acid methyl ester;172.268;656.0;2.218189939e6;0.379510077;0.834477385;2.817716005
mxylene~|~m-xylene~|~1,3-dimethylbenzene;106.168;616.8485372;3.539163616e6;0.559173881;0.831454501;1.298679882
1,1-diphenylheptane;252.401;805.0;1.659345701e6;1.565985677;0.999925308;0.778294793
aluminum bromide;266.6935384;762.9248;2.893721908e6;0.173825522;0.825823282;2.987327464
ethyl pentafluoroethyl ether;164.0750158;431.2046535;2.529982852e6;1.362743292;0.429833392;0.71145986
1-methoxy-3-methylbenzene;122.167;665.3;3.772919528e6;0.21216499;0.834632444;2.813203791
2,2,3,3,4,4,5,5,6,6,6-undecafluorohexan-1-ol;300.0714348;529.0;2.28932472e6;2.062065889;0.999895432;0.702111974
1-(isopropyldithio)propane;150.298;690.0;2.741228732e6;0.0;0.372040177;0.969540112
.alpha.-ethylacrylonitrile;81.118;586.0;3.92387468e6;0.409635703;0.899548105;1.905921823
allyl phenyl ether;134.178;680.0;3.275155078e6;0.280323136;0.757523122;1.930109659
3,4-dichloroaniline;162.013;803.0;4.724059408e6;0.511590015;0.879760582;2.072576776
(z)-1,3,5-hexatriene;80.13;541.2;3.805684141e6;0.659700908;0.825074456;1.034364758
3-methyl-1-butene;70.135;452.69;3.516547461e6;0.476881644;0.859336798;1.242904527
5-methylundecane;170.34;646.0;2.020533e6;0.709087138;0.907921922;1.819632234
2-heptanone;114.188;611.4212401;2.986509108e6;0.316259996;0.825851563;2.303238592
pxylene~|~p-xylene~|~1,4-dimethylbenzene;106.168;616.1868526;3.52621229e6;0.388240509;0.826271866;1.679315398
1,2-epoxycyclohexane~|~7-oxabicyclo[4.1.0]heptane;98.145;623.0;4.327971596e6;0.975331691;0.999880099;0.804759444
acenaphthene;154.212;820.0;3.723222152e6;0.808724448;0.881601995;1.058775036
1,3,5-tri-tert-butylbenzene;246.438;714.0;1.963910458e6;0.213484868;0.812037893;3.280010611
1,1,1,2,2,3,3-heptafluoro-3-(trifluoromethoxy)propane;254.0270316;391.7;1.877378401e6;1.580127761;0.8234365;0.560905976
oxacyclotridecan-2-one;198.306;857.0;2.706226138e6;0.0;0.295373746;0.809600517
2,2,2,1,1-pentafluoroethyl 2,2,2-trifluoroethyl ether;218.0462253;421.6571881;2.328053471e6;1.646207569;0.411263258;0.718049645
ethylcyclopentane;98.189;569.48326;3.396938937e6;1.018363328;0.902439636;0.712569749
2,5-dimethyl-7-octylbicyclo[4.4.0]decane~|~1,4-dimethyl-5-octyldecahydronaphthalene;278.524;789.0;1.197112577e6;1.41163067;0.999896471;0.9681467
1,2-ethanedioldipropanoate;174.196;654.0;2.635850013e6;0.883631002;0.918596919;1.716291001
2-propoxyethanol~|~ethylene glycol monopropyl ether;104.149;614.7;3.649997516e6;1.563363016;0.999990131;0.634460617
n-methylethylenediamine;74.127;584.1076755;5.544089218e6;0.195972453;0.82251995;3.053305818
phosphoryl chloride~|~phosphorus oxychloride~|~phosphoryl trichloride;153.322762;601.108;4.964971953e6;0.066871038;0.001136618;0.596611612
benzeneacetic acid, .alpha.-oxo-;150.133;826.0;4.255277418e6;1.247429726;0.17975018;0.685553697
(1rs,2sr,5rs)-2,6,6-trimethylbicyclo[3.1.1]heptane;138.254;651.0;2.80889909e6;1.16510531;0.946635581;0.675607554
1,3-pentadiene~|~(z)-1,3-pentadiene~|~cis-1,3-pentadiene;68.119;490.3;4.034207843e6;0.747772944;0.846792761;0.885144016
azidocyclohexane;125.175;696.0;6.113428359e6;0.592559275;0.747144246;0.975193842
r30b2~|~ch2br2~|~dibromomethane;173.835;595.0;5.966009397e6;1.06250187;0.998657598;0.658707269
1,7-octadiene;110.2;565.8;2.70919724e6;1.661134161;0.989757495;0.494317521
1,4-benzoquinone, 2,3,5-trimethyl-;150.177;734.0;3.411653355e6;0.799854923;0.952863408;1.313844042
isobutylamine~|~2-methylpropylamine~|~2-methyl-1-propanamine;73.139;533.6;4.067354188e6;0.0;0.220449599;0.746165683
n-cyclopentylpiperidine;153.269;720.0;3.270431533e6;1.39975273;0.999909773;0.576510382
1,2-dimethoxyethane;90.122;538.9973124;3.907041314e6;1.232462388;0.999979133;0.674449009
benzene, 1-chloro-2-(trifluoromethyl)-;180.5542095;626.0;2.863475554e6;1.140744241;0.99997754;0.724283202
r140a~|~1,1,1-trichloroethane;133.396;546.0;4.382107002e6;1.45085618;0.999988109;0.439696978
demea~|~(diethylamino)ethanol~|~n,n-diethylethanolamine~|~2-(diethylamino)-ethanol;117.192;642.0;3.325486544e6;2.246889082;0.96139496;0.37082117
2,4-di-tert-butylphenol;206.329;780.0;3.089212731e6;1.883305188;0.752974684;0.520144628
o-chloronitrobenzene~|~2-chloronitrobenzene~|~1-chloro-2-nitrobenzene;157.553;761.0;3.319806237e6;0.938194453;0.880067767;0.952296077
5-hexen-2-one~|~1-hexen-5-one;98.145;593.47;3.528885388e6;1.285292063;0.999739943;0.689083923
r152a~|~difluoroethane~|~1,1-difluoroethane;66.05080633;386.4380257;4.517840641e6;0.300466545;0.843728734;1.89744659
diisopropyl malonate;188.223;652.0;2.238494455e6;0.977306606;0.819733714;1.197289296
2-acetylthiophene;126.173;745.0;4.685581791e6;0.950139155;0.845265619;0.855742269
1,2,3,4-tetrafluorobenzene;150.0756127;550.791;3.791005852e6;0.699983721;0.826645294;1.106058939
1,2,2,3,3,4,4,5,5,6,6,7-dodecafluoro-1-heptanol;332.088838;589.15;2.227091475e6;0.153427384;0.780668086;4.216895559
1-cyclopentyl-2-hexyloctane;266.513;757.0;1.157247889e6;1.682599501;0.80403272;0.781903271
di-tert-butyl ether;130.231;544.6;2.349620108e6;0.694443871;0.827064996;1.144700049
1-bromo-2-(2-(2-methoxyethoxy)ethoxy)benzene;275.142;769.0;2.224153618e6;0.901378735;0.902562963;1.874255744
n,n-dimethylcyclohexylamine;127.231;626.0;3.10180434e6;0.521917864;0.874147355;1.756214887
1-heptylimidazole;166.268;854.0;3.292173628e6;1.880254615;0.76392224;0.43981098
2-ethylpyridine;107.156;635.0;3.898462481e6;1.097403301;0.964333759;0.765318747
1-(2-(2-(pentyloxy)ethoxy)ethoxy)pentane;246.391;724.0;1.464607253e6;2.901529236;0.928264576;0.410729633
2-furanacrylic acid, ethyl ester;166.176;716.0;3.101593272e6;1.5590808;0.946288482;0.723604143
2,2,3,3,4,4,5,5,5-nonafluoropentyl acrylate;304.1116285;551.0;1.848794359e6;1.466342962;0.999634657;0.846905198
2,4-dichlorophenol;162.997;796.0;5.373483826e6;1.580033809;0.530115817;0.424481869
triethylamine;101.193;535.5913118;3.112290368e6;0.22261033;0.848042519;2.579633871
r*s*-(1-sec-butoxyethyl)benzene;178.275;680.0;2.282405473e6;0.751132369;0.913353615;1.695778607
oxygen difluoride;53.99580633;215.1944;4.951019605e6;0.947850422;0.99992741;0.491226052
bis(trimethylsilyl)methane;160.407;573.861;1.989079496e6;1.261633315;0.6537179;0.70009524
r40~|~chloromethane~|~methyl chloride;50.485;416.2351208;6.680329308e6;0.324316219;0.844539257;1.401051592
6,10-dioxaspiro(4.5)decane, 8,8-dimethyl-;170.252;697.0;2.936771144e6;1.292423029;0.997314674;0.663946863
2-thiaheptane~|~methylpentylsulfide;118.238;609.1;3.116941475e6;0.786538118;0.903841659;1.196340806
1,5-hexadiene;82.146;502.1;3.219518037e6;0.866212246;0.946900778;0.842952523
propyl chloride~|~1-chloropropane;78.539;503.2680226;4.566760909e6;0.269317035;0.829835604;1.775754965
1,1,1,2,2,3,3-heptafluoro-4-methoxybutane;214.0828221;481.54;2.37963341e6;1.558836144;0.998006431;0.62856475
n-octyl formate~|~octyl methanoate~|~formicacidoctylester;158.241;645.0;2.441217044e6;0.353126946;0.836426021;2.781605255
2,5-dimethylhexane;114.232;550.0070578;2.487749312e6;0.490136791;0.795842977;1.433842803
5,14-dibutyloctadecane;366.718;790.0;789412.3352;1.385430149;0.953849959;1.309447145
(1-butoxy-1-methylethyl)benzene;192.302;730.0;2.227349619e6;1.499853499;0.895826721;0.58959636
propyl benzoate~|~n-propyl benzoate~|~benzoicacidpropylester;164.204;710.0;2.615997804e6;0.150838896;0.810918186;3.319525943
1,5-dinitronaphthalene;218.168;875.0;2.68566816e6;1.253410433;0.984328884;1.085490392
trichloromethylsilane~|~methyl trichlorosilane;149.47;517.5353746;3.53141463e6;0.817090624;0.999856409;0.935806502
cyclopropanecarboxylic acid;86.09;677.0;5.126077309e6;1.768193651;0.901108287;0.581776704
2,3-dithiabutane~|~dimethyldisulfide;94.19;607.8;5.093552619e6;0.713305554;0.829220811;0.878470546
bis(1-methylethyl) pentanedioate;216.277;681.0;1.869574223e6;0.495198205;0.800936061;2.326864219
1-phenylethanamine;121.183;690.0;3.829596106e6;1.549839631;0.999936589;0.534291083
1-bromo-3-chlorobenzene;191.452;713.0;4.069545015e6;0.877348693;0.895194751;0.9039428
chloroethane~|~ethyl chloride;64.512;460.34788;5.244416108e6;0.333308794;0.841725043;1.492083901
r32~|~difluoromethane;52.02380633;351.2812325;5.784252262e6;0.343623396;0.854574377;1.790612917
chloroethene~|~vinyl chloride;62.496;424.964;5.567554667e6;0.166555978;0.857636978;2.175745511
perfluorobenzene~|~hexafluorobenzene;186.056419;516.4220552;3.272816276e6;0.978017435;0.999976224;0.984012229
1-propylpiperidine;127.231;610.0;3.117948812e6;0.385481395;0.866058936;2.3104825
ethylenediamine~|~1,2-diaminoethane~|~ethane-1,2-diamine;60.1;613.1;6.706930234e6;1.410003593;0.999600408;0.59010712
cyclobutane;56.108;460.0;4.809271923e6;0.422857396;0.842650902;1.191652598
(z)-3-methyl-3-hexene~|~cis-3-methyl-3-hexene;98.189;545.0;3.129251962e6;1.314373078;0.98537843;0.61012146
s*s*-(1-sec-butoxyethyl)benzene;178.275;680.0;2.282732218e6;0.711888259;0.90539243;1.812385223
(z)-1,2-dimethylcyclopentane~|~cis-1,2-dimethylcyclopentane~|~1,cis-2-dimethylcyclopentane;98.189;566.0;3.552846244e6;0.863756746;0.851353379;0.815239583
1,5-diazaphenanthrene;180.21;892.0;3.707902725e6;0.699207441;0.88727991;1.544190266
hydroquinone~|~p-hydroquinone~|~1,4-benzenediol;110.112;828.0;6.249355915e6;1.798090738;0.998427165;0.616866778
4-ethylpyridine~|~.gamma.-ethylpyridine;107.156;665.0;4.057154336e6;0.871528326;0.9038784;0.948397311
3-fluoronitrobenzene;141.1014032;785.0;4.818002793e6;0.0;0.275460383;0.660514475
2,2-dinitro-2-fluoroethanol;154.0534032;753.0;5.739210285e6;8.92888e-6;0.254088349;0.781377077
diacetoxymethane;132.115;627.0;3.254334967e6;0.382213827;0.785029575;2.204786768
5-methyl-1-hexene;98.189;528.7;2.925158018e6;0.492596636;0.923169956;1.673740418
o-cresol~|~2-methylphenol;108.14;697.57068;4.16778033e6;1.11730998;0.63258811;0.753189459
3-methylbutanenitrile;83.134;598.5;3.403185016e6;1.174997912;0.99840454;0.706178107
1-methylethyl octanoate;186.295;656.0;1.890301683e6;1.540080014;0.999618287;0.752778973
1,1,1-trichloropropane;147.423;589.0;3.874625926e6;1.307652607;0.999745186;0.523669168
dmso~|~dimethyl sulfoxide;78.129;722.4;6.421268039e6;0.33245612;0.866011458;2.310731753
1-chloropentane;106.593;571.2;3.450347181e6;0.413720134;0.807181604;1.511982638
hexane~|~n-hexane;86.178;507.5446386;3.02754604e6;0.623166886;0.831835883;1.134875407
p-diisopropylbenzene~|~1,4-diisopropylbenzene~|~1,4-bis(1-methylethyl)-benzene;162.276;675.0;2.387562741e6;0.820394053;0.867497212;1.23718824
cyclopropane;42.081;398.26934;5.579736525e6;0.492519819;0.850093563;0.967635813
heptane~|~n-heptane;100.205;540.0783333;2.734049369e6;0.570752255;0.814692229;1.301566247
methylamine~|~methanamine;31.058;430.5876363;7.611927405e6;1.331717743;0.999971416;0.563467378
trans-2-heptene~|~2-heptene, (e)-;98.189;542.8;2.960083884e6;0.523132362;0.920565914;1.697694023
2-oxepanone~|~6-hexanolactone;114.144;771.0;4.355198738e6;1.24829202;0.999994933;0.696240422
r143a~|~1,1,1-trifluoroethane;84.04120949;345.8845827;3.768062512e6;0.244999902;0.849065209;2.129778311
1-bromo-1-phenylethane;185.064;674.0;3.740116631e6;0.769297675;0.922873431;1.676744047
4-methylstyrene~|~p-methylstyrene~|~p-methyl-styrene~|~1-ethenyl-4-methylbenzene;118.179;664.0;3.49184076e6;1.273389481;0.99661669;0.642932599
beta-pinene~|~.beta.-pinene;136.238;652.0;3.11569136e6;1.176426884;0.990299649;0.673590738
3,5-dimethylpyridine;107.156;667.27918;3.819393828e6;0.450761243;0.819889119;1.562974448
4-methyloctane;128.259;574.8;2.363864168e6;0.657900541;0.916992389;1.73142133
1,1,1,2,3,3-hexafluoro-3-(2,2,2-trifluoroethoxy)propane;250.0636285;475.74;2.232995012e6;0.17350482;0.807664084;3.353796756
1-(2-chloro-1,1,2-trifluoroethoxy)propane~|~2-chloro-1,1,2-trifluoroethylpropyl ether;176.5632095;550.0;2.883960831e6;0.205844009;0.828909865;2.92499031
3-chloropropene~|~3-chloro-1-propene;76.523;502.8;4.622367485e6;1.449935463;0.876205982;0.448837457
propylformate~|~n-propylformate~|~propyl methanoate~|~n-propylmethanoate~|~formic acid propyl ester;88.106;536.1529427;4.060030934e6;2.864484741;0.996502951;0.261569254
p-chlorobenzotrifluoride~|~1-chloro-4-(trifluoromethyl)benzene~|~1-chloro-4-(trifluoromethyl)-benzene;180.5542095;605.0;3.234861907e6;0.497858297;0.822091907;1.533920117
1-[2-(2-methoxyethoxy)ethyl]-1h-imidazole;170.212;854.0;3.917441597e6;1.687272561;0.925360854;0.566563864
camphene~|~2,2-dimethyl-3-methylenebicyclo[2.2.1]heptane;136.238;644.0;3.103073813e6;1.105343681;0.983228194;0.715624311
9-octyltetracosane;450.88;833.0;610997.0674;2.176292824;0.939830516;0.911633422
nitroethane;75.067;593.7;4.559040063e6;0.551763313;0.827341082;1.293850793
phenol, 2-ethoxy-;138.166;697.0;3.623544771e6;0.35335831;0.845168619;2.627395611
5-butylhexadecane;282.556;766.0;1.07354515e6;1.929600598;0.999146295;0.668542564
1,3-propanediamine~|~1,3-diaminopropane;74.127;632.0;5.776766407e6;1.548136496;0.999954372;0.569466986
hexylacetate~|~n-hexylacetate~|~hexyl ethanoate;144.214;618.4;2.530384976e6;0.25574234;0.824918457;2.99307649
phenylsulfide~|~diphenyl sulfide;186.272;855.0;4.354150947e6;0.581335635;0.81391152;1.335402246
butyl 1,1,3,3-tetramethylbutyl ether;186.339;650.0;1.883198421e6;0.474643781;0.850793739;2.075539361
pentane~|~n-pentane;72.151;469.7537422;3.368358905e6;0.795756157;0.87937146;0.863656793
1-bromo-2-fluorobenzene;175.0004032;669.6;4.282400463e6;1.354124021;0.800004464;0.511345085
methyl phenyl carbonate;152.149;701.0;3.883818826e6;0.640987078;0.910258674;1.796421326
2-anilinoethanol;137.182;782.0;4.188778122e6;0.892286419;0.933627224;1.527417055
3-methyloctane;128.259;592.7;2.419396217e6;0.700670801;0.945738498;1.387749907
isobutyl acetate~|~2-methylpropyl ethanoate~|~aceticacid-2-methylpropylester;116.16;561.3362969;2.983081047e6;1.210164948;0.999986588;0.795146371
1,3-pentadiene~|~(z)-1,3-pentadiene~|~cis-1,3-pentadiene;68.119;487.6;3.963616869e6;0.291417013;0.827017925;1.74918911
pentanedioic acid, dipropyl ester;216.277;684.0;1.236843346e6;1.094105407;0.897869497;1.340630206
1,2,4,5-tetramethylbenzene;134.222;675.677;2.86922428e6;1.253769719;0.988348403;0.751762202
vinyl acetate;86.09;519.1875862;4.174843474e6;0.188730488;0.832780491;2.848925225
ch3i~|~iodomethane~|~methyl iodide;141.93947;527.8;6.592101378e6;1.064482959;0.99978808;0.52886974
1,1,1,2,4,4,4-heptafluoro-2-trifluoromethoxybutane;268.0540316;447.4;2.146755497e6;0.395732684;0.74894965;1.848939607
diethyl methylmalonate~|~diethyl methylpropanedioate;174.196;641.0;2.525749688e6;0.336377521;0.825415965;2.995639297
1-bromobutane~|~butyl bromide;137.02;570.5;3.832697881e6;1.235688027;0.999948929;0.601718464
perfluoroundecanoic acid;564.0934664;631.0;1.191685459e6;0.245173235;0.772437904;4.221798783
2-methyl-1-hexene;98.189;541.8;2.901673552e6;0.812992088;0.999654505;1.000309681
2 3-dichloropropene~|~2,3-dichloropropene~|~2,3-dichloro-1-propene;110.965;578.0;5.948944976e6;0.253567086;0.859637894;2.395822196
r114~|~1,2-dichlorotetrafluoroethane~|~1,2-dichloro-1,1,2,2-tetrafluoroethane;170.9156127;418.745244;3.273806914e6;0.30574412;0.828210412;1.754254628
2,2,3,3,4,4,5,5-octafluoro-1-pentanol;232.0732253;568.0;2.584254911e6;0.878602419;0.939771689;1.450767414
spiro[bicyclo[2.2.1]heptane-7,2'-[1,3]dioxolane];154.209;698.0;3.695634035e6;0.768794746;0.864463609;1.143938261
iodobenzene;204.01047;721.0;4.680951789e6;0.299625321;0.836778506;1.839529593
methyl-2-cyanoacrylate;111.1;678.0;3.58759781e6;0.578067051;0.766034382;1.296375824
6,11-diamylhexadecane;366.718;807.0;809370.112;1.800444264;0.971769729;0.839713634
11-decyldocosane;450.88;831.0;583327.3619;1.840870171;0.976876401;1.065697431
5-ethyl-m-xylene~|~1-ethyl-3,5-dimethylbenzene;134.222;656.0;2.834175971e6;1.047204952;0.999997347;0.940743891
1,1,1,2,3,3-hexafluoro-3-(2,2,3,3-tetrafluoropropoxy)propane;282.0810316;516.21;2.176079309e6;0.194392071;0.808063056;3.391742153
1-cyclohexyl-3-cyclopentylpropane;194.362;747.0;2.001262454e6;1.759076925;0.99934092;0.558982411
