Clapeyron Database File,,,,,,,,,,,,,,,,,,,
NASAIdeal Coefficients from Modelica.Media.IdealGases.Common.SingleGasesData [csvtype = single],,,,,,,,,,,,,,,,,,,
species,Tmid,a1l,a2l,a3l,a4l,a5l,a6l,a7l,b1l,b2l,a1h,a2h,a3h,a4h,a5h,a6h,a7h,b1h,b2h
InO,1000.0,-115472.7169,1753.668703,-6.96503381,0.02961698958,-3.123332334e-05,1.43724472e-08,-2.235519898e-12,8188.67959,66.0862126,-805213.0950000001,1693.064203,4.76086358,-0.00073407184,3.22959776e-07,-4.58015038e-11,1.954611725e-15,4005.51981,3.50074246
InOH,1000.0,61234.6302,-1195.863129,10.41427981,-0.0068700025,6.21412878e-06,-2.408203181e-09,3.17764178e-13,-10798.5217,-31.8989084,852512.8929999999,-2350.317172,7.98451514,9.91581562e-05,-6.21238545e-08,1.016169575e-11,-5.682557639999999e-16,-1536.21361,-20.43107643
In2Br2,1000.0,-9221.1883,-36.1667703,10.14728771,-0.00032557752,4.02232748e-07,-2.604080237e-10,6.86768955e-14,-26448.83479,-10.00360073,-12907.81804,-0.607540124,10.00052163,-2.312058331e-07,5.51731572e-11,-6.708620190000001e-15,3.25384165e-19,-26631.36878,-9.14994947
In2Br4,1000.0,-14255.55379,-286.6009341,17.13866292,-0.002473506655,3.017273071e-06,-1.93490043e-09,5.06587425e-13,-55937.5306,-38.3710598,-44534.6371,-4.91152398,16.00413764,-1.810579975e-06,4.28171574e-10,-5.17199802e-14,2.496142837e-18,-57391.7541,-31.7490639
In2Br6,1000.0,-17589.40752,-485.903448,23.91654505,-0.00414206149,5.03384932e-06,-3.21910365e-09,8.410220069999999e-13,-79888.4446,-64.3787188,-69450.3948,-8.40236817,22.00703884,-3.068251799e-06,7.23596573e-10,-8.722870580000001e-14,4.20346991e-18,-82357.59850000001,-53.221928
In2CL2,1000.0,-11428.48747,-141.6015827,10.56853314,-0.00124425344,1.526076784e-06,-9.82640281e-10,2.58076699e-13,-30263.27087,-15.6510496,-26166.06332,-2.401955489,10.00203984,-8.97519003e-07,2.130755553e-10,-2.5811409e-14,1.248404822e-18,-30980.16735,-12.34946505
In2CL4,1000.0,9814.08308,-848.895901,19.2341036,-0.00681567424,8.12922073e-06,-5.12507685e-09,1.324324755e-12,-70276.8814,-55.82665695,-85037.7179,-15.52464614,16.01269668,-5.44154987e-06,1.267594997e-09,-1.514110365e-13,7.24540454e-18,-74619.21740000001,-36.91150615
In2CL6,1000.0,30046.63159,-1585.621359,27.9648947,-0.01245506052,1.475341213e-05,-9.2526892e-09,2.381233885e-12,-104882.83,-97.88404639999999,-149940.0484,-29.88680816,22.02425362,-1.033652301e-05,2.397911922e-09,-2.855307516e-13,1.363051661e-17,-113011.0233,-62.93985679999999
In2F2,1000.0,7255.7171,-644.826565,12.47539512,-0.00524608962,6.28361621e-06,-3.97434234e-09,1.029559356e-12,-63848.92449999999,-31.08004586,-64097.1544,-11.63740672,10.00956511,-4.11408691e-06,9.60882832e-10,-1.150013486e-13,5.511437479999999e-18,-67142.7785,-16.61718474
In2F4,1000.0,122521.3611,-2444.998374,23.42425457,-0.0129142712,1.308700476e-05,-7.18167393e-09,1.648386404e-12,-146694.2111,-89.4356005,-220597.7486,-78.2208377,16.05923872,-2.39402324e-05,5.32958279e-09,-6.14460957e-13,2.859099598e-17,-159571.6347,-44.6957458
In2F6,1000.0,182549.0583,-3552.11171,32.75425230000001,-0.01868064635,1.892443162e-05,-1.038916311e-08,2.386637271e-12,-223964876,-136.3626758,-317096638,-116.7440973,22.08847456,-3.57773393e-05,7.96895904e-09,-9.1916817e-13,4.278494150000001e-17,-242666.1118,-71.5532856
In2I2,1000.0,-6681.92501,-14.49103222,10.05929122,-0.0001314921486,1.628373589e-07,-1.056087811e-10,2.788963879e-14,-6279.602599999999,-7.29113098,-8148.157299999999,-0.2444544443,10.00021086,-9.37678925e-08,2.24298818e-11,-2.732299303e-15,1.327135699e-19,-6352.6515,-6.94772542
In2I4,1000.0,-15010.28064,-97.447979,16.3938395,-0.000865938021,1.065671801e-06,-6.87925268e-10,1.810240886e-13,-28303.88443,-29.86294828,-25056.99251,-1.642155234,16.00140149,-6.18706628e-07,1.472308565e-10,-1.786593333e-14,8.652338779999999e-19,-28796.55333,-27.57790375
In2I6,1000.0,-22326.40607,-200.0786874,22.80417927,-0.001761331313,2.161510393e-06,-1.392400447e-09,3.65817188e-13,-44125.4768,-52.7380203,-43119.0585,-3.39035059,22.00288128,-1.268348706e-06,3.0121219e-10,-3.64967671e-14,1.765530622e-18,-45138.2027,-48.0686837
In2O,1000.0,50656535,-807.036367,8.64206727,-0.001533035446,2.866419382e-07,4.98113497e-10,-2.554320291e-13,-1924.908459,-14.90718759,-92327.8636,-52.0112728,7.03872362,-1.543821179e-05,3.39970087e-09,-3.8854571e-13,1.79512527e-17,-6270.9268,-4.42182041
K,1000.0,9.66514393,-0.1458059455,2.500865861,-2.601219276e-06,4.187306579999999e-09,-3.43972211e-12,1.131569009e-15,9959.49349,5.03582226,-3566422.36,10852.89825,-10.54134898,0.00800980135,-2.696681041e-06,4.71529415e-10,-2.97689735e-14,-58753.3701,97.3855124
Kplus,1000.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,61075.1686,4.34740444,0.0,0.0,2.5,0.0,0.0,0.0,0.0,61075.1686,4.34740444
Kminus,1000.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,3394.15071,4.34744653,0.0,0.0,2.5,0.0,0.0,0.0,0.0,3394.15071,4.34744653
KALF4,1000.0,119932.7246,-2156.457352,18.15348004,0.003115762809,-9.51199167e-06,8.43175623e-09,-2.615583061e-12,-222254.5809,-68.2329997,-343513537,-242.0680834,16.1802925,-7.19381768e-05,1.585712708e-08,-1.814017733e-12,8.388391179999999e-17,-233965.8121,-52.338987
KBO2,1000.0,42963.08650000001,-720.961643,8.34963935,0.002407820401,-1.680003427e-07,-1.231930486e-09,5.479951640000001e-13,-78685.2347,-14.76077068,88907266,-1671.432436,11.1748393,-0.000451376026,9.69900346e-08,-1.09002769e-11,4.9768458e-16,-73753.36080000001,-32.7474937
KBr,1000.0,9203.30919,-213.7880361,5.58850915,-0.002753854319,4.013672610000001e-06,-2.856323127e-09,8.13520974e-13,-21883.87013,-1.707501588,1562614367,-4384.89478,9.0454646,-0.0020456809,4.40192385e-07,-1.448178289e-11,-2.27333876e-15,5315.34201,-28.64647026
KCN,1000.0,17986.27669,-630.055897,9.988695,-0.01076486132,1.75101498e-05,-1.265592431e-08,3.46976281e-12,10580.25371,-25.94060289,361566387,-1749.018011,8.68070267,-0.000440235004,9.24949971e-08,-1.021916855e-11,4.604767189999999e-16,18137.34856,-22.81619241
KCL,1000.0,9058.35151,-245.6801212,5.68069619,-0.002900127425,4.13098306e-06,-2.907340629e-09,8.22385087e-13,-25973.04884,-3.677976854,-212294.5722,934.61589,2.866264958,0.001468386693,-5.83426078e-07,1.255777709e-10,-9.150148e-15,-32737.8764,14.01864636
KF,1000.0,14357.04906,-339.184823,5.72790672,-0.002518371562,3.26591564e-06,-2.21011086e-09,6.21204205e-13,-39142.5442,-5.81099962,-1483743237,4550.04804,-1.081464319,0.00350396588,-1.093902537e-06,1.771028824e-10,-1.029032783e-14,-69633.2981,40.8863592
KH,1000.0,223.778215,179.3554623,1.130735415,0.009966112559999999,-1.341218171e-05,9.034529940000001e-09,-2.40988777e-12,13382.50358,15.52739897,-3752276.52,11727.78444,-10.14137678,0.008854548899999998,-2.517188074e-06,3.34407236e-10,-1.701157835e-14,-60251033,101.030459
KI,1000.0,-457.281174,-63.31769730000001,4.82329242,-0.000787666832,1.336737911e-06,-1.000530992e-09,3.004503956e-13,-16503.40769,3.55259482,3293747.78,-10028.24194,16.29302044,-0.00669639675,2.001412089e-06,-2.677673023e-10,1.273359646e-14,46763.4867,-78.5912337
KLi,1000.0,-3426.04369,-19.86063081,4.48760705,0.0005249535550000002,-1.207990165e-06,1.705161047e-09,-7.879994210000001e-13,19278.68247,1.912285942,12112968.43,-40810.0487,56.8379212,-0.03128695515,8.9750622e-06,-1.189303691e-09,5.88012918e-14,273879.2595,-366.96936
KNO2,1000.0,-72462.3693,1226.722811,-2.258926457,0.03019643903,-3.64025995e-05,2.219135205e-08,-5.471654230000001e-12,-30772.6896,45.37172549,-168941.4093,-851.5973150000001,10.63209586,-0.000252325481,5.57364441e-08,-6.39318592e-12,2.964484049e-16,-21877.01436,-27.55200432
KNO3,1000.0,-25961.12303,820.060661,-2.886015624,0.042072889,-5.27032309e-05,3.30856173e-08,-8.36586037e-12,-43350.5447,46.03187331,-318368287,-1375.234449,14.01587531,-0.000404066008,8.90084778e-08,-1.018771993e-11,4.71598202e-16,-35138.5322,-48.04256439
KNa,1000.0,25424.05292,-411.920741,6.84108795,-0.00625048138,8.86101314e-06,-4.922415349999999e-09,6.493212469999999e-13,16525.9989,-9.13616691,6260326.62,-25635.93614,43.7333545,-0.0267265511,8.23270579e-06,-1.12850359e-09,5.66326489e-14,169727.4909,-266.4117219
KO,1000.0,14625.62908,-338.476565,5.71660764,-0.002363265083,2.848716276e-06,-1.739858233e-09,4.431006520000001e-13,8141.83538,-4.02210152,696010338,-3304.83529,10.05743444,-0.004331112,1.747281632e-06,-3.012370548e-10,1.79082787e-14,26049.72496,-34.4878152
KOH,1000.0,17706.84196,-615.320522,8.68407572,-0.00396284951,3.40865059e-06,-9.60197222e-10,8.49405497e-15,-26779.03261,-21.74495666,891727195,-2334.179072,7.97257871,0.0001038863156,-6.31589347e-08,1.027938106e-11,-5.73668582e-16,-14436.96469,-20.76401416
K2,1000.0,15241.69293,-330.178936,7.07079595,-0.00976707246,2.021535863e-05,-1.886092452e-08,6.11297464e-12,15334.02849,-9.1010358,-27344707.45,65621.8001,-44.7635044,0.00893885915,2.984557092e-06,-1.064158914e-09,8.334936929999999e-14,-422624383,386.714251
K2plus,1000.0,51960.3657,-611.338253,7.26499054,-0.00581063482,6.5674965e-06,-2.378020865e-09,-1.318637581e-13,64798.2027,-10.42370517,11079507.39,-41774.8382,64.4865984,-0.0402499803,1.360587923e-05,-2.361920107e-09,1.67343061e-13,317761205,-410.50631
K2Br2,1000.0,-10930.40504,-48.5665148,10.19754923,-0.00043631571,5.38717366e-07,-3.4861165e-10,9.19070295e-14,-67580.7324,-12.94944706,-15892.29976,-0.810137946,10.00069442,-3.074491521e-07,7.33102416e-11,-8.90894478e-15,4.319245429999999e-19,-67825.9544,-11.80425726
K2CO3,1000.0,-44074067,706.981544,0.693148247,0.0396783132,-4.8509583e-05,2.976635787e-08,-7.374761529999999e-12,-103391.3232,29.80651689,-326426316,-1521.168973,17.12283562,-0.000446458071,9.83337963e-08,-1.125478371e-11,5.21006912e-16,-94882.75099999999,-62.1522063
K2C2N2,1000.0,4627.78948,-972.9810620000001,19.9666591,-0.01953015081,3.27533046e-05,-2.39398512e-08,6.59654824e-12,-777.4411259999999,-67.55613632000001,726959.95,-3492.10868,18.35676822,-0.000878547514,1.845532919e-07,-2.038717568e-11,9.18542099e-16,15826.00773,-67.28484052
K2CL2,1000.0,-13285.26456,-124.1832429,10.5003573,-0.001097776004,1.348871402e-06,-8.69721512e-10,2.28658408e-13,-76443.6315,-17.90150052,-26146.11331,-2.096229095,10.00178456,-7.864803710000001e-07,1.869281152e-10,-2.266272348e-14,1.096790704e-18,-77071.8933,-14.99720802
K2F2,1000.0,-1611.833856,-513.564489,11.99922511,-0.004280109549999999,5.16538754e-06,-3.2858149e-09,8.549648749999999e-13,-103924.8602,-30.39925079,-57408.9253,-9.04618211,10.00750685,-3.25076484e-06,7.63006459e-10,-9.16564953e-14,4.40504844e-18,-106541.3546,-18.7403762
K2I2,1000.0,-8977.75244,-27.76460169,10.11331014,-0.0002508421994,3.102352114e-07,-2.010096209e-10,5.30443715e-14,-53262.0839,-10.32092509,-11796.34729,-0.472476155,10.00040695,-1.807689054e-07,4.32056097e-11,-5.259699430000001e-15,2.553419144e-19,-53402.10230000001,-9.6644405
K2O,1000.0,23920.44068,-544.535839,8.82640323,-0.00348142943,3.83454207e-06,-2.268494189e-09,5.56921225e-13,-8234.29168,-16.63099064,-46114.6458,-13.63119524,7.01053044,-4.32365826e-06,9.74778842e-10,-1.135283694e-13,5.325860600000001e-18,-11072.22244,-5.76871872
K2Oplus,1000.0,7201.10273,-333.65264,8.05073035,-0.001869353797,1.921291874e-06,-1.064020951e-09,2.457514799e-13,43899.8636,-10.7320415,-37800335,-8.84953739,7.00684789,-2.815510856e-06,6.3550015e-10,-7.40855199e-14,3.478334960000001e-18,42145.19680000001,-4.41827661
K2O2,1000.0,48108.7061,-1003.601504,11.54229002,-0.000454633252,-1.516606209e-06,1.79942609e-09,-6.12833729e-13,-20571.5192,-31.8119979,-147607.3073,-102.193204,10.07664713,-3.076517991e-05,6.81525281e-09,-7.82865445e-13,3.6325061e-17,-25920.56324,-21.62287184
K2O2H2,1000.0,8174.78837,-1130.63068,18.15303256,-0.00773743108,6.83761401e-06,-2.054691111e-09,7.67287751e-14,-75749.6517,-63.9175947,1773523196,-4665.292469999999,16.94308128,0.0002085297143,-1.264714762e-07,2.057506565e-11,-1.148042134e-15,-50512.63310000001,-63.3477392
K2SO4,1000.0,62714.9231,-815.204992,7.45541372,0.0384990978,-5.40063098e-05,3.6546568e-08,-9.760223570000001e-12,-130469.2568,-10.3463477,-544612564,-959.0667229999999,19.71591285,-0.0002866586009,6.342480639999999e-08,-7.28146254e-12,3.37788693e-16,-133787.3384,-73.99103550999999
Kr,1000.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,-745375,5.49095651,264.3639057,-0.7910050820000001,2.500920585,-5.32816411e-07,1.620730161e-10,-2.467898017e-14,1.47858504e-18,-740.348894,5.48439815
Krplus,1000.0,-5650.40286,69.3074081,2.157028132,0.0008711228930000001,-1.18160973e-06,7.86219863e-10,-1.832589387e-13,162116.4118,8.81824226,-221656.7015,1166.16784,0.486965532,0.001429223599,-3.94962861e-07,4.98285351e-11,-2.406719258e-15,155600.2861,20.59230986
Li,1000.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,18413.90197,2.447622965,1125610652,-3463.53673,6.56661192,-0.002260983356,5.92228916e-07,-6.2816351e-11,2.884948238e-15,40346374,-26.55918195
Liplus,1000.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,81727.2455,1.754357228,0.0,0.0,2.5,0.0,0.0,0.0,0.0,81727.2455,1.754357228
Liminus,1000.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,10496.98659,1.754594332,0.0,0.0,2.5,0.0,0.0,0.0,0.0,10496.98659,1.754594332
LiALF4,1000.0,176152936,-2999.300134,20.7973957,-0.001742914656,-4.266642090000001e-06,5.362829770000001e-09,-1.866817087e-12,-211794.7828,-87.6272589,-402070.0930000001,-278.3355146,16.20791185,-8.31634157e-05,1.83690569e-08,-2.104932808e-12,9.74725302e-17,-227869.6416,-55.9730484
LiBO2,1000.0,65189.8757,-1060.320845,9.54804996,-5.46957607e-05,2.658687599e-06,-2.931603694e-09,9.66302973e-13,-75062.0411,-24.90883998,85544.04520000001,-1731.920898,11.2146209,-0.000465916217,9.999875689999999e-08,-1.122880592e-11,5.12352946e-16,-71547.4382,-36.1239729
LiBr,1000.0,38056.2047,-612.961499,6.57736955,-0.00421989176,5.391423370000001e-06,-3.69314481e-09,1.049158761e-12,-16374.87617,-11.28654012,63801.9142,-259.7050764,4.65676887,0.0001022867706,-5.178252340000001e-08,2.058203991e-11,-1.942190308e-15,-17933.63752,-0.2290806613
LiCL,1000.0,49643995,-718.734662,6.78514703,-0.00452214546,5.748483700000001e-06,-3.96625567e-09,1.137911398e-12,-20910.14703,-14.06383901,-235276.9705,612.004692,3.63429373,0.0006810973320000001,-2.174238799e-07,4.22040361e-11,-2.848628426e-15,-28623.58494,5.618511135
LiF,1000.0,29125.3732,-253.1413159,3.53972798,0.00369591704,-4.82946615e-06,2.944090711e-09,-6.83879474e-13,-40648.4966,2.325294408,-378424649,766.806246,3.5854734,0.0006031084350000001,-1.588764206e-07,2.569397177e-11,-1.406798386e-15,-47564.6945,4.38516329
LiH,1000.0,-49137.31570000001,775.609219,-1.011102377,0.01145479597,-1.151038734e-05,5.87506896e-09,-1.196789735e-12,12048.5891,25.68801877,-2633686357,6996.429169999999,-3.23353306,0.00403393598,-9.09957964e-07,8.775909869999999e-11,-2.889490251e-15,-29900.43016,49.71984499999999
LiI,1000.0,40719.7637,-666.7289470000001,7.06425753,-0.00548004102,6.90579016e-06,-4.53716852e-09,1.226373296e-12,-8235.48702,-12.96236234,1616342632,-4877.71708,9.98718655,-0.002889137815,8.03731377e-07,-9.028172610000001e-11,3.078321954e-15,19377.18764,-37.2927631
LiN,1000.0,37649592,-488.345763,5.18737345,0.0002275252171,-1.416337564e-06,1.450236258e-09,-4.79001433e-13,41619.1531,-5.952157244,-59934.8998,-40.3113455,4.52962421,8.744156930000001e-05,2.557428364e-09,-2.9057518e-13,1.336125922e-17,38948.3113,-1.214952896
LiNO2,1000.0,-31337.73859,538.9940809999999,-0.02059877081,0.02610777454,-3.20923504e-05,1.974344044e-08,-4.89219916e-12,-28382.14963,27.10019529,-219667116,-861.004271,10.63956465,-0.0002554392587,5.64447854e-08,-6.47614005e-12,3.003536591e-16,-23135.47535,-32.38277103
LiNO3,1000.0,19672.05518,90.52795259999999,-0.51097704,0.0375660595,-4.78273865e-05,3.029277805e-08,-7.70801315e-12,-39075.6399,27.46873033,-355940245,-1447.644737,14.06684061,-0.000423637128,9.32082451e-08,-1.065894872e-11,4.93078062e-16,-34348.2746,-52.75382697000001
LiO,1000.0,36270.2976,-349.936323,4.39493318,0.001079712984,-8.72403881e-07,5.60796297e-10,-2.054288457e-13,9533.330530000001,-0.9058149609999999,1612392133,-5551.31234,11.20573851,-0.00343722688,9.133194659999999e-07,-1.027902258e-10,3.822991e-15,42015.7547,-48.5735458
LiOF,1000.0,55101.10690000001,-577.068817,4.42495493,0.01102425422,-1.710493381e-05,1.234361201e-08,-3.453693e-12,-9278.986980000001,0.1238830687,-183356.3281,-211.0049301,7.15681817,-6.24946201e-05,1.376567002e-08,-1.574099067e-12,7.277167140000001e-17,-12545.30277,-12.72130479
LiOH,1000.0,4574.19012,-103.0949027,4.27240737,0.008465219230000001,-1.386148524e-05,1.101099795e-08,-3.29124821e-12,-28487.28855,-0.8775745779999999,850075137,-2430.540791,8.05531462,6.895680879999999e-05,-5.527207459999999e-08,9.368054029999999e-12,-5.31378568e-16,-13658.94396,-24.57598093
LiON,1000.0,-9412.67267,100.93323,3.006187607,0.0098904622,-1.128294343e-05,6.41029174e-09,-1.466806373e-12,19783.48318,10.16334813,-97406.29139999999,-511.1560940000001,7.37849387,-0.0001508777884,3.32991498e-08,-3.81751429e-12,1.769558455e-16,22110.06635,-14.5410504
Li2,1000.0,6778.481580000001,-224.6205832,5.29603744,-0.001272412017,1.205843729e-06,-9.81854459e-11,-2.416702607e-13,25736.38186,-6.86925758,37676454.0,-118574.7185,148.2167789,-0.0837853211,2.424919798e-05,-3.27582024e-09,1.652000081e-13,772307201,-1021.697298
Li2plus,1000.0,-10400.56453,26.75405642,4.24727175,0.001057450777,-1.281715096e-06,1.067477239e-09,-2.759413508e-13,85298.11309999999,0.529818996,12799310.73,-34928.6139,38.4478536,-0.01380635397,2.53139425e-06,-2.197815991e-10,7.08766925e-15,311796445,-250.9543641
Li2Br2,1000.0,27863.12863,-1005.641437,13.70963066,-0.0076336633,8.94290592e-06,-5.56113509e-09,1.421736784e-12,-57628.4584,-41.2184376,-89009.8336,-19.88916335,10.01596418,-6.74913405e-06,1.556299963e-09,-1.844693069e-13,8.77487992e-18,-62799.8996,-19.43063525
Li2F2,1000.0,144316.6185,-2466.874678,17.0286329,-0.0114554121,1.086098792e-05,-5.569754279999999e-09,1.193819664e-12,-102607.0133,-70.0038661,-218893.1683,-92.5981453,10.06970757,-2.803632163e-05,6.217549520000001e-09,-7.14626702e-13,3.3168573e-17,-115661.1527,-27.29853181
Li2I2,1000.0,10148.72266,-712.042101,12.7039296,-0.00568553681,6.770340380000001e-06,-4.26330489e-09,1.100658186e-12,-43130.6386,-33.03950980000001,-69735.8706,-13.16825508,10.01074855,-4.60020378e-06,1.070510527e-09,-1.277717768e-13,6.11061224e-18,-46774.7005,-17.21894034
Li2O,1000.0,26366.01597,-179.8629279,4.05111522,0.01189981375,-1.730095793e-05,1.20558455e-08,-3.29273388e-12,-20619.07963,1.60599561,726148.7039999999,-9543.783720000001,28.87491643,-0.01959494099,8.086339840000001e-06,-1.370211764e-09,8.11172719e-14,29907.26399,-156.4517822
Li2Oplus,1000.0,108104.4623,-1261.961355,9.69201129,-0.001793477428,3.3803269e-07,4.14339515e-10,-1.990530222e-13,57549.7604,-29.15719946,-130216.6086,-146.6759528,7.61072945,-4.46942669e-05,9.94716064e-09,-1.147038806e-12,5.33924147e-17,50987.6231,-15.28011047
Li2O2,1000.0,139261973,-1764.036747,10.29649198,0.00760594995,-1.538519312e-05,1.238199941e-08,-3.68543157e-12,-26380.56746,-34.3771056,-293923.2153,-235.9107937,10.17463402,-6.931624359999999e-05,1.521202834e-08,-1.733841909e-12,7.99315462e-17,-36184.8191,-29.04221044
Li2O2H2,1000.0,189441.3579,-2779.117524,15.30234911,0.01070738317,-2.510075145e-05,2.224910575e-08,-6.94935958e-12,-77027.7692,-65.1411694,1215377492,-3982.05744,15.85877373,0.000750914568,-2.585218184e-07,3.6468417e-11,-1.904139406e-15,-67387.4838,-66.472084
Li2SO4,1000.0,100631.8702,-1543.457217,9.67005491,0.0339075738,-4.82348381e-05,3.26736892e-08,-8.70251851e-12,-120193.9538,-29.11716635,-603875087,-1064.550976,19.79557349,-0.000318897825,7.062411120000001e-08,-8.11443907e-12,3.76683021e-16,-126890.8595,-80.14316674
Li3plus,1000.0,-6873.222290000001,-282.0780467,7.92269748,-0.001687949474,1.771718993e-06,-9.972535399999999e-10,2.332934849e-13,90279.63650000001,-16.19319856,-43550.9806,-6.05643275,7.00472289,-1.953320933e-06,4.429152229999999e-10,-5.18198319e-14,2.439894871e-18,88799.02870000001,-10.66880792
Li3Br3,1000.0,64319.66250000001,-1823.743601,22.43492856,-0.0127941826,1.459200355e-05,-8.88468815e-09,2.23370805e-12,-94806.7767,-82.06864420000001,-158467.0201,-40.4136094,16.03177633,-1.322713911e-05,3.014221791e-09,-3.54029216e-13,1.672030783e-17,-104247.0448,-44.05478160000001
Li3CL3,1000.0,98674.29,-2324.074851,23.78484564,-0.014835224,1.634495612e-05,-9.675366520000001e-09,2.377033859e-12,-110383.9177,-94.74114379,-200593.0356,-59.3940019,16.04590929,-1.885890854e-05,4.25351737e-09,-4.95556094e-13,2.325408214e-17,-122492.7071,-48.44413629
Li3F3,1000.0,182387.4443,-3163.78624,22.87811928,-0.007544903889999999,3.44679023e-06,2.690705228e-10,-5.25084096e-13,-171244.6093,-99.7365499,-361866499,-193.7051395,16.14457133,-5.7756285e-05,1.274057038e-08,-1.458168875e-12,6.744850030000001e-17,-188208.1974,-56.3361288
Li3I3,1000.0,36117.6469,-1392.033487,21.10791892,-0.01046866587,1.222589173e-05,-7.58413543e-09,1.93519918e-12,-71530.8458,-70.9388203,-126669.6511,-27.83891914,16.02228068,-9.39936493e-06,2.163919735e-09,-2.561731922e-13,1.217394107e-17,-78695.5068,-40.9172406
Mg,1000.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,16946.58761,3.63433014,-536483155,1973.709576,-0.36337769,0.002071795561,-7.738051719999999e-07,1.359277788e-10,-7.766898397000001e-15,4829.188109999999,23.39104998
